Date/Time	Run	TPN	Comment	SC1Mod4/ai0	VWT_Ps	VWT_Q	VWT_PREF	PSI8400_101	PSI8400_102	PSI8400_103	PSI8400_104	PSI8400_105	PSI8400_106	PSI8400_107	PSI8400_108	PSI8400_109	PSI8400_110	PSI8400_111	PSI8400_112	PSI8400_113	PSI8400_114	PSI8400_115	PSI8400_116	PSI8400_117	PSI8400_118	PSI8400_119	PSI8400_120	PSI8400_121	PSI8400_122	PSI8400_123	PSI8400_124	PSI8400_125	PSI8400_126	PSI8400_127	PSI8400_128	PSI8400_129	PSI8400_130	PSI8400_131	PSI8400_132	PSI8400_201	PSI8400_202	PSI8400_203	PSI8400_204	PSI8400_205	PSI8400_206	PSI8400_207	PSI8400_208	PSI8400_209	PSI8400_210	PSI8400_211	PSI8400_212	PSI8400_213	PSI8400_214	PSI8400_215	PSI8400_216	PSI8400_217	PSI8400_218	PSI8400_219	PSI8400_220	PSI8400_221	PSI8400_222	PSI8400_223	PSI8400_224	PSI8400_225	PSI8400_226	PSI8400_227	PSI8400_228	PSI8400_229	PSI8400_230	PSI8400_231	PSI8400_232	T0TS	QTS	PSTS	VTS	RN
				Deg F	PSIA	PSI	PSIA	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	DegR	PSF	PSFA	Ft/Sec	
08152017 12:28:07.086274	62	474	Station3_90deg_140fps_15sec_15min	90.079159	14.232893	0.149123	14.180273	0.051183	-0.086773	0.049299	-0.084973	0.050144	-0.086344	0.048971	-0.084523	0.050432	-0.086277	0.054038	-0.00012	0.050255	-0.085026	0.053042	-0.086233	0.052247	-0.086443	0.053074	-0.084897	0.049423	-0.088073	0.05148	-0.086649	0.051939	-0.087121	0.050444	-0.085382	0.053538	-0.087194	0.051829	-0.08543	0.052059	-0.087422	0.051272	-0.086778	0.050663	-0.086367	0.000305	0.001494	0.052331	-0.085946	0.053026	-0.086731	0.000131	0.000848	0.001955	0.000188	0.001048	0.000426	0.001106	0.001535	-0.000119	0.000289	0.000322	0.000112	0.054897	0.000842	0.001297	0.000946	0.000652	0.001158	0.002301	0.001487	549.749159	20.399999	2049.53664	136.854599	788584.4665
08152017 12:30:45.086274	62	475	Station3_90deg_windoff_15sec_15min	87.424858	14.247613	-0.00007	14.247773	0.000862	0.000638	-0.000098	0.001287	0.001168	0.000347	0.000447	0.002391	0.000408	0.000485	-0.004379	-0.000279	-0.000006	0.001653	0.001391	0.000551	0.000505	0.000129	0.000597	0.001952	-0.000284	-0.000163	0.000341	0.000501	0.000621	0.000013	-0.000702	0.001562	0.00053	0.000148	-0.000245	0.001601	0.001285	0.000136	0.000763	0.000854	0.00013	0.001282	0.000281	0.001213	0.000568	0.001787	0.000945	0.001351	0.000108	0.000682	0.001604	0.000176	0.00088	0.000334	0.000913	0.001136	-0.000086	0.000213	0.000242	0.000091	-0.003979	0.000652	0.00092	0.000754	0.000573	0.000979	0.001895	0.001218	547.094858	-0.009622	2051.65632	NaN	NaN
08152017 13:16:39.086274	63	476	Station3_0deg_windoff_15sec	81.500787	14.246	-0.000073	14.246207	0.000018	-0.000132	0.000579	0.000059	-0.000221	0.000313	0.00003	-0.00075	0.000161	0.000144	0.032619	0.000347	0.000048	-0.000435	-0.000372	0.000148	-0.000064	0.000354	0.000161	-0.000291	0.000069	0.000235	0.00008	0.000119	0.000044	0.000393	0.00062	-0.000318	-0.000133	0.000221	0.000532	-0.000321	-0.000281	0.000244	-0.000363	-0.000117	0.000052	-0.000333	0.000101	-0.000376	-0.000052	-0.000493	-0.000192	-0.000309	-0.000012	-0.000179	-0.000579	0.000053	-0.000279	-0.000033	-0.000358	-0.000264	0.000091	0.000073	0.000008	0.000044	0.032705	-0.000118	-0.000153	-0.000221	-0.000162	-0.000285	-0.00066	-0.000382	541.170787	-0.009986	2051.424	NaN	NaN
08152017 13:18:20.086274	63	477	Station3_0deg_50fps_15sec_0min	81.240986	14.24338	0.020602	14.235873	0.007483	-0.011615	0.008071	-0.011248	0.007354	-0.011013	0.007373	-0.012037	0.007633	-0.011225	0.039459	0.000401	0.007477	-0.011767	0.007177	-0.01115	0.007237	-0.01097	0.007677	-0.01159	0.007721	-0.011233	0.007382	-0.011235	0.007246	-0.011055	0.007909	-0.011752	0.00718	-0.011295	0.007702	-0.011773	0.006935	-0.011269	0.006745	-0.011614	0.007205	-0.011851	0.000111	-0.000323	0.00724	-0.011988	0.006447	-0.011865	-0.000004	-0.000141	-0.000514	0.000052	-0.000257	-0.000019	-0.000323	-0.000191	0.000087	0.000091	0.000033	0.000038	0.039594	-0.000089	-0.000065	-0.000194	-0.000143	-0.000239	-0.000549	-0.000306	540.910986	2.818363	2051.04672	50.500406	295242.9152
08152017 13:19:18.086274	63	478	Station3_0deg_50fps_15sec_1min	81.357339	14.2432	0.020491	14.2356	0.007699	-0.011471	0.008279	-0.010984	0.007526	-0.010819	0.007464	-0.011759	0.007781	-0.011051	0.038191	0.000384	0.007588	-0.01153	0.007393	-0.010943	0.007386	-0.010766	0.007904	-0.011298	0.00774	-0.011132	0.007464	-0.011048	0.007388	-0.010888	0.007996	-0.011525	0.007265	-0.011156	0.007793	-0.011549	0.007057	-0.011122	0.006911	-0.011442	0.007326	-0.011692	0.000099	-0.000294	0.007406	-0.011797	0.006631	-0.011682	-0.000016	-0.000135	-0.000467	0.000046	-0.000241	-0.000022	-0.000307	-0.000139	0.000061	0.000084	0.000022	0.000029	0.038409	-0.000075	-0.000032	-0.000172	-0.000138	-0.000213	-0.000494	-0.00028	541.027339	2.803187	2051.0208	50.370049	294413.1294
08152017 13:20:18.086274	63	479	Station3_0deg_50fps_15sec_2min	81.420522	14.243653	0.020605	14.23598	0.007822	-0.011352	0.00836	-0.010792	0.007637	-0.010676	0.007561	-0.011541	0.007855	-0.010923	0.037639	0.000364	0.007659	-0.011352	0.00752	-0.010805	0.007448	-0.01062	0.008018	-0.011086	0.007755	-0.011063	0.007537	-0.010921	0.007494	-0.010777	0.008065	-0.011359	0.007317	-0.011058	0.007811	-0.011375	0.007145	-0.011037	0.007003	-0.011356	0.007374	-0.011592	0.000096	-0.000268	0.007425	-0.011689	0.006712	-0.01158	-0.000023	-0.000128	-0.000437	0.000043	-0.000233	-0.00002	-0.00029	-0.000108	0.000051	0.000083	0.000024	0.000019	0.037915	-0.000066	-0.000009	-0.000153	-0.000126	-0.000197	-0.000454	-0.000255	541.090522	2.81881	2051.08608	50.512304	295220.1726
08152017 13:21:18.086274	63	480	Station3_0deg_50fps_15sec_3min	81.444919	14.24292	0.020465	14.235187	0.007859	-0.011328	0.008392	-0.010716	0.007707	-0.01066	0.007574	-0.011457	0.007927	-0.010885	0.038854	0.000359	0.007604	-0.011286	0.007557	-0.010781	0.00746	-0.010587	0.008034	-0.010995	0.00776	-0.011078	0.00754	-0.010899	0.007494	-0.01076	0.008039	-0.011294	0.007318	-0.011044	0.007806	-0.011305	0.007131	-0.011032	0.006972	-0.011335	0.007321	-0.011571	0.000103	-0.000249	0.007405	-0.011663	0.006713	-0.011557	-0.000022	-0.000111	-0.00041	0.000044	-0.000218	-0.000009	-0.000275	-0.000096	0.000057	0.000093	0.00003	0.000024	0.039155	-0.000059	-0.000001	-0.00014	-0.000121	-0.000182	-0.000421	-0.000233	541.114919	2.799576	2050.98048	50.342172	294196.6372
08152017 13:22:18.086274	63	481	Station3_0deg_50fps_15sec_4min	81.480049	14.24288	0.020547	14.23518	0.007968	-0.011262	0.008481	-0.010584	0.007774	-0.010584	0.007626	-0.011311	0.007993	-0.010824	0.039476	0.000384	0.007632	-0.011178	0.007648	-0.010703	0.007514	-0.010501	0.008117	-0.010847	0.00773	-0.011062	0.007568	-0.010828	0.007558	-0.010714	0.008058	-0.011184	0.007369	-0.011009	0.00789	-0.011199	0.007268	-0.010982	0.007061	-0.011277	0.007389	-0.011502	0.000135	-0.000182	0.007463	-0.011576	0.006759	-0.011488	0.000012	-0.000068	-0.000333	0.000071	-0.000172	0.000023	-0.000225	-0.000017	0.000077	0.000123	0.000066	0.000055	0.039824	-0.000013	0.000071	-0.000091	-0.000081	-0.000129	-0.000333	-0.000161	541.150049	2.810839	2050.97472	50.445007	294778.0954
08152017 13:23:18.086274	63	482	Station3_0deg_50fps_15sec_5min	81.497658	14.242607	0.020316	14.235	0.007929	-0.011256	0.008435	-0.010531	0.007769	-0.010584	0.007572	-0.011233	0.007889	-0.010832	0.040464	0.000355	0.007559	-0.011132	0.007702	-0.010701	0.00747	-0.010488	0.008139	-0.010764	0.007636	-0.011114	0.007523	-0.010833	0.007508	-0.010733	0.007986	-0.011148	0.007356	-0.011033	0.007797	-0.011157	0.007168	-0.011006	0.006999	-0.011283	0.007301	-0.011496	0.000122	-0.000157	0.007404	-0.011549	0.006743	-0.011484	-0.000008	-0.000067	-0.0003	0.000063	-0.000159	0.00002	-0.000208	0.000014	0.000053	0.00011	0.000054	0.000036	0.040858	-0.000007	0.000098	-0.000085	-0.000076	-0.000113	-0.000286	-0.000135	541.167658	2.77922	2050.93536	50.161885	293107.2058
08152017 13:24:18.086274	63	483	Station3_0deg_50fps_15sec_6min	81.538793	14.242673	0.020507	14.235	0.007961	-0.011238	0.00844	-0.010487	0.007792	-0.010587	0.007566	-0.011159	0.007947	-0.010811	0.041647	0.000364	0.007567	-0.011089	0.007738	-0.010696	0.00752	-0.010495	0.008186	-0.010696	0.007646	-0.011142	0.007554	-0.010825	0.007567	-0.010743	0.00793	-0.011095	0.007368	-0.011043	0.007767	-0.011111	0.007247	-0.011008	0.007047	-0.011273	0.007304	-0.01148	0.00015	-0.000089	0.007449	-0.011511	0.006783	-0.01146	0.000014	-0.000027	-0.000236	0.000084	-0.000116	0.000046	-0.000162	0.000071	0.000069	0.000133	0.000079	0.000061	0.042062	0.000033	0.000145	-0.000039	-0.000042	-0.000067	-0.000215	-0.000084	541.208793	2.805348	2050.94496	50.398838	294471.8376
08152017 13:25:18.086274	63	484	Station3_0deg_50fps_15sec_7min	81.5423	14.2425	0.020408	14.234793	0.007988	-0.011237	0.008412	-0.010462	0.007763	-0.010609	0.00752	-0.011102	0.007964	-0.01082	0.043206	0.00034	0.00754	-0.011065	0.007775	-0.010712	0.00752	-0.010506	0.008145	-0.01065	0.00761	-0.011182	0.007502	-0.010831	0.007538	-0.010758	0.007887	-0.011068	0.00735	-0.011054	0.007734	-0.01108	0.007213	-0.011016	0.00703	-0.011257	0.007297	-0.011454	0.000141	-0.000083	0.007457	-0.011468	0.006785	-0.011424	0.000008	-0.000019	-0.0002	0.000082	-0.000101	0.000051	-0.000146	0.000097	0.000055	0.000135	0.000075	0.000055	0.043637	0.000045	0.000164	-0.000022	-0.000039	-0.000047	-0.000171	-0.000067	541.2123	2.791878	2050.92	50.27821	293761.0006
08152017 13:26:18.086274	63	485	Station3_0deg_50fps_15sec_8min	81.590992	14.242407	0.020294	14.23436	0.00845	-0.010744	0.008883	-0.009982	0.008341	-0.010156	0.008061	-0.010575	0.008372	-0.010349	0.044955	0.000328	0.007965	-0.010582	0.008219	-0.010261	0.007993	-0.010053	0.008602	-0.010155	0.008057	-0.010744	0.007962	-0.010386	0.00799	-0.010316	0.008347	-0.010579	0.007813	-0.010596	0.008107	-0.010599	0.007699	-0.010581	0.007527	-0.0108	0.00775	-0.010984	0.000158	-0.000042	0.007917	-0.011	0.007265	-0.010958	0.000015	-0.000005	-0.000158	0.000095	-0.000077	0.000058	-0.000127	0.000123	0.000061	0.00014	0.000091	0.000068	0.045386	0.000063	0.000182	-0.000001	-0.00002	-0.000021	-0.000129	-0.000032	541.260992	2.776256	2050.90656	50.139815	292923.4913
08152017 13:27:18.086274	63	486	Station3_0deg_50fps_15sec_9min	81.559785	14.241907	0.020335	14.234067	0.008307	-0.010882	0.008667	-0.010048	0.008097	-0.010293	0.00787	-0.010685	0.008278	-0.010455	0.043577	0.000296	0.007818	-0.010678	0.008098	-0.01039	0.007831	-0.010182	0.008477	-0.010231	0.007896	-0.010874	0.007817	-0.010512	0.007837	-0.010427	0.008139	-0.010672	0.00767	-0.010735	0.007959	-0.010696	0.007518	-0.010677	0.007318	-0.01091	0.007572	-0.0111	0.000155	-0.00003	0.007806	-0.01106	0.007133	-0.011048	0.000008	0.000004	-0.000145	0.000096	-0.000062	0.000061	-0.000112	0.000134	0.00005	0.00014	0.000088	0.000064	0.044038	0.000069	0.000197	0	-0.000016	-0.000015	-0.000121	-0.000034	541.229785	2.781801	2050.83456	50.189276	293219.2918
08152017 13:28:18.086274	63	487	Station3_0deg_50fps_15sec_10min	81.556306	14.241633	0.020583	14.233787	0.008162	-0.011016	0.008494	-0.010253	0.008053	-0.010492	0.0078	-0.01082	0.008106	-0.010622	0.042725	0.000261	0.007724	-0.010829	0.007993	-0.010581	0.007725	-0.010399	0.008308	-0.010402	0.007771	-0.011039	0.007721	-0.010686	0.00775	-0.010609	0.007966	-0.010809	0.007602	-0.010877	0.007925	-0.01084	0.007564	-0.010829	0.007307	-0.011037	0.007466	-0.01121	0.000151	-0.000016	0.007641	-0.011181	0.007032	-0.011168	-0.000003	0.000005	-0.00012	0.000089	-0.000055	0.000053	-0.000106	0.000143	0.000034	0.000133	0.000075	0.000058	0.043164	0.000071	0.000194	0.000008	-0.000008	-0.000006	-0.000094	-0.000024	541.226306	2.8157	2050.7952	50.494356	294999.2825
08152017 13:29:18.086274	63	488	Station3_0deg_50fps_15sec_11min	81.557659	14.24152	0.020222	14.2337	0.00816	-0.010976	0.008444	-0.010272	0.007999	-0.010489	0.007813	-0.01079	0.008174	-0.010605	0.041203	0.000253	0.007755	-0.010812	0.007996	-0.010581	0.007755	-0.010403	0.008275	-0.010397	0.007796	-0.011006	0.007733	-0.010671	0.007734	-0.0106	0.007991	-0.010779	0.007608	-0.010846	0.007807	-0.010812	0.007517	-0.010795	0.007267	-0.010983	0.007468	-0.011148	0.000142	0	0.007684	-0.011106	0.007105	-0.011101	-0.000004	0.000006	-0.000095	0.000081	-0.000042	0.000053	-0.000092	0.000166	0.000034	0.000132	0.000076	0.00006	0.041625	0.000074	0.000211	0.000021	-0.000007	0.000004	-0.00006	-0.000001	541.227659	2.766324	2050.77888	50.050101	292398.7777
08152017 13:30:18.086274	63	489	Station3_0deg_50fps_15sec_12min	81.560288	14.241473	0.0204	14.23364	0.008166	-0.010924	0.008432	-0.010243	0.008005	-0.010472	0.00778	-0.010748	0.008119	-0.010581	0.039238	0.000247	0.007727	-0.01078	0.007968	-0.010552	0.007707	-0.010391	0.008263	-0.010379	0.007848	-0.010976	0.007727	-0.010651	0.007735	-0.010587	0.007984	-0.010757	0.007659	-0.010827	0.007899	-0.010794	0.007567	-0.010763	0.007313	-0.010941	0.007455	-0.011095	0.000147	0.000024	0.007712	-0.011035	0.007111	-0.011046	-0.000003	0.000022	-0.00006	0.000091	-0.000024	0.000061	-0.000069	0.000187	0.000028	0.000131	0.00008	0.000054	0.039649	0.000089	0.00024	0.000032	0.000008	0.000025	-0.000023	0.000021	541.230288	2.790711	2050.77216	50.270348	293684.0934
08152017 13:31:18.086274	63	490	Station3_0deg_50fps_15sec_13min	81.556211	14.24168	0.020445	14.233907	0.00817	-0.010958	0.008424	-0.010254	0.008049	-0.010492	0.007747	-0.010748	0.008087	-0.010598	0.03682	0.000245	0.007739	-0.010776	0.007993	-0.010561	0.007752	-0.01042	0.008267	-0.010388	0.007847	-0.010991	0.007757	-0.010657	0.007776	-0.010612	0.007969	-0.010763	0.007667	-0.01085	0.007819	-0.010792	0.007586	-0.01077	0.007376	-0.010939	0.007467	-0.011089	0.000151	0.000066	0.007725	-0.010998	0.007103	-0.011023	0.000002	0.000043	-0.000009	0.000095	0.000005	0.00007	-0.000038	0.000231	0.000019	0.000137	0.000089	0.000063	0.037216	0.000112	0.000279	0.00006	0.000023	0.000059	0.000039	0.000063	541.226211	2.796849	2050.80192	50.325022	294010.2389
08152017 13:32:17.086274	63	491	Station3_0deg_50fps_15sec_14min	81.549248	14.242247	0.020395	14.234407	0.008153	-0.010959	0.008395	-0.010265	0.008053	-0.010514	0.007825	-0.010752	0.008158	-0.010614	0.034221	0.000244	0.007773	-0.010793	0.008023	-0.010574	0.007736	-0.010445	0.008278	-0.010397	0.007821	-0.011015	0.007758	-0.010679	0.007779	-0.010633	0.007953	-0.010777	0.007626	-0.010877	0.007858	-0.010801	0.007678	-0.010801	0.007397	-0.010945	0.007462	-0.011082	0.000142	0.000094	0.007737	-0.010988	0.007121	-0.011022	-0.000002	0.000051	0.000023	0.000085	0.000016	0.000067	-0.000022	0.000258	0.000015	0.000133	0.000087	0.000051	0.034611	0.000117	0.000293	0.000072	0.000027	0.000077	0.000086	0.000088	541.219248	2.79	2050.88352	50.262066	293657.6106
08152017 13:33:18.086274	63	492	Station3_0deg_50fps_15sec_15min	81.53823	14.242453	0.020595	14.234573	0.0082	-0.010965	0.008429	-0.01024	0.008104	-0.010495	0.007872	-0.010713	0.008223	-0.010604	0.030941	0.000231	0.007804	-0.010759	0.008078	-0.01056	0.007795	-0.010435	0.008321	-0.010362	0.007818	-0.011016	0.007783	-0.010657	0.007783	-0.010632	0.007948	-0.01076	0.00762	-0.010887	0.007841	-0.010785	0.00767	-0.01078	0.007413	-0.010922	0.007488	-0.01105	0.000148	0.000132	0.007777	-0.010929	0.007196	-0.010977	0.000003	0.000079	0.00008	0.000099	0.000048	0.000083	0.000008	0.000306	0.000011	0.000143	0.000101	0.000053	0.031323	0.000141	0.000344	0.000102	0.000051	0.000111	0.000148	0.000134	541.20823	2.817341	2050.91328	50.506771	295098.7182
08152017 13:34:27.086274	64	493	Station3_0deg_95fps_15sec_0min	82.084666	14.237373	0.070689	14.212613	0.024466	-0.040754	0.024499	-0.039827	0.024307	-0.040089	0.02326	-0.040386	0.023944	-0.040239	0.045603	0.000415	0.023702	-0.040261	0.024327	-0.040098	0.023869	-0.039942	0.024859	-0.039989	0.025151	-0.04088	0.024116	-0.040347	0.023806	-0.040401	0.024042	-0.040553	0.023768	-0.040845	0.02321	-0.040616	0.023356	-0.040716	0.022859	-0.040872	0.023177	-0.040925	0.000266	0.000331	0.023699	-0.040786	0.021917	-0.040998	0.000121	0.000231	0.000292	0.000219	0.000243	0.00024	0.000206	0.000556	0.000121	0.000273	0.00024	0.000175	0.046048	0.00034	0.000612	0.000292	0.000203	0.000303	0.000427	0.000349	541.754666	9.670191	2050.18176	93.59158	546607.715
08152017 13:35:27.086274	64	494	Station3_0deg_95fps_15sec_1min	82.787658	14.23714	0.069793	14.21218	0.024636	-0.040484	0.024715	-0.039253	0.024663	-0.039629	0.023622	-0.039811	0.024361	-0.039926	0.037414	0.00042	0.02386	-0.039756	0.024601	-0.03961	0.024034	-0.039497	0.025252	-0.039377	0.025004	-0.040671	0.024182	-0.039923	0.023982	-0.040095	0.024148	-0.040106	0.023842	-0.040601	0.02346	-0.040166	0.023601	-0.040456	0.023088	-0.04057	0.023274	-0.040596	0.000268	0.000493	0.023802	-0.040369	0.021909	-0.040644	0.000124	0.000309	0.000487	0.00022	0.000329	0.000272	0.000301	0.000753	0.000084	0.00029	0.000256	0.000158	0.038049	0.000408	0.00079	0.000382	0.000269	0.000411	0.000656	0.000497	542.457658	9.547655	2050.14816	93.058587	542772.372
08152017 13:36:27.086274	64	495	Station3_0deg_95fps_15sec_2min	83.217149	14.236327	0.070037	14.212247	0.024421	-0.041009	0.024535	-0.039508	0.024112	-0.040018	0.022766	-0.04007	0.023409	-0.040423	0.030409	0.000333	0.023035	-0.040082	0.024253	-0.040018	0.02344	-0.039895	0.024801	-0.03961	0.024541	-0.041305	0.023457	-0.040362	0.023403	-0.040642	0.023541	-0.040495	0.023143	-0.041191	0.022853	-0.040555	0.023124	-0.041035	0.022608	-0.041108	0.022594	-0.041092	0.000241	0.000574	0.023192	-0.040777	0.021599	-0.041112	0.000098	0.000351	0.000636	0.000179	0.000346	0.000215	0.000318	0.000852	0.000013	0.000276	0.00024	0.000097	0.031181	0.000423	0.000871	0.000395	0.000261	0.000461	0.000827	0.000585	542.887149	9.581089	2050.03104	93.260721	543492.5221
08152017 13:37:27.086274	64	496	Station3_0deg_95fps_15sec_3min	83.471948	14.236473	0.070058	14.21154	0.025123	-0.040202	0.025059	-0.038557	0.025082	-0.039188	0.023901	-0.038999	0.024589	-0.039602	0.031767	0.000277	0.023959	-0.0391	0.025163	-0.039163	0.024276	-0.039072	0.025726	-0.038565	0.024997	-0.040619	0.024297	-0.039522	0.024233	-0.039845	0.024215	-0.039526	0.023939	-0.040386	0.023362	-0.039563	0.023843	-0.040294	0.023259	-0.040272	0.02332	-0.040227	0.000178	0.000639	0.024078	-0.039875	0.022411	-0.040241	0.000026	0.000343	0.000735	0.000103	0.000358	0.000195	0.000362	0.000947	-0.000081	0.000208	0.000179	0.000021	0.03263	0.000409	0.000901	0.000425	0.000243	0.000491	0.00097	0.000651	543.141948	9.583871	2050.05216	93.295646	543446.7957
08152017 13:38:27.086274	64	497	Station3_0deg_95fps_15sec_4min	83.657041	14.236233	0.07028	14.211567	0.025105	-0.040232	0.02503	-0.038579	0.02503	-0.039282	0.023639	-0.038892	0.024321	-0.039635	0.033823	0.000279	0.02353	-0.039069	0.025058	-0.039243	0.02414	-0.03916	0.025584	-0.038492	0.024866	-0.04072	0.024164	-0.039591	0.024109	-0.039913	0.024033	-0.039467	0.023866	-0.040433	0.023317	-0.039499	0.023853	-0.040356	0.02322	-0.040275	0.023179	-0.040193	0.00024	0.000752	0.023871	-0.039823	0.02222	-0.040205	0.000072	0.000436	0.000881	0.000149	0.000445	0.000258	0.000463	0.001038	-0.000038	0.000273	0.000242	0.000083	0.034731	0.000486	0.000975	0.000515	0.000316	0.000597	0.001123	0.000772	543.327041	9.614368	2050.0176	93.460477	544214.6248
08152017 13:39:27.086274	64	498	Station3_0deg_95fps_15sec_5min	83.801729	14.236207	0.070422	14.21172	0.024998	-0.04019	0.024835	-0.038556	0.02493	-0.039322	0.023587	-0.038819	0.024444	-0.039644	0.035939	0.000315	0.023714	-0.039032	0.025072	-0.039294	0.02408	-0.03922	0.025536	-0.038443	0.024757	-0.040789	0.024123	-0.039642	0.024096	-0.03997	0.023829	-0.039425	0.02382	-0.040464	0.023208	-0.039461	0.023916	-0.0404	0.023173	-0.040284	0.023204	-0.040187	0.000317	0.000872	0.023956	-0.039799	0.022309	-0.040203	0.000143	0.000535	0.001021	0.00023	0.000551	0.000336	0.000576	0.001138	0.000031	0.000355	0.000326	0.000171	0.036857	0.000584	0.00106	0.000618	0.000416	0.000709	0.001272	0.000894	543.471729	9.633675	2050.01376	93.566689	544688.4834
08152017 13:40:27.086274	64	499	Station3_0deg_95fps_15sec_6min	83.880345	14.236533	0.07011	14.211773	0.024942	-0.040226	0.024703	-0.038615	0.024982	-0.039428	0.023678	-0.038777	0.024517	-0.039709	0.037755	0.000304	0.023652	-0.039049	0.025093	-0.039372	0.024054	-0.039319	0.025314	-0.038452	0.024677	-0.04086	0.024047	-0.039718	0.024	-0.040053	0.023657	-0.039432	0.023705	-0.040527	0.022983	-0.039477	0.023735	-0.040479	0.023047	-0.04032	0.023002	-0.040196	0.000351	0.000935	0.023748	-0.039794	0.022238	-0.040213	0.000161	0.000572	0.001101	0.000255	0.000599	0.000362	0.000627	0.001179	0.000046	0.000374	0.000349	0.000186	0.038659	0.000622	0.001095	0.000658	0.000443	0.000755	0.001361	0.000957	543.550345	9.591112	2050.0608	93.365723	543449.2055
08152017 13:41:34.086274	64	500	Station3_0deg_95fps_15sec_7min	83.960335	14.236147	0.070019	14.211853	0.024975	-0.040221	0.024613	-0.038644	0.024875	-0.039484	0.023471	-0.038734	0.024306	-0.039728	0.039461	0.000229	0.023651	-0.039033	0.025066	-0.039422	0.024061	-0.039395	0.025273	-0.038446	0.02468	-0.040893	0.023996	-0.039757	0.023963	-0.0401	0.023613	-0.039397	0.02382	-0.040548	0.023038	-0.039441	0.02388	-0.040506	0.023205	-0.0403	0.023189	-0.040158	0.000336	0.000954	0.023851	-0.039756	0.022168	-0.040188	0.000134	0.000571	0.001134	0.000236	0.000598	0.000342	0.00063	0.001172	0.000015	0.000343	0.000323	0.000168	0.04035	0.00061	0.00107	0.000646	0.00044	0.000764	0.001397	0.000965	543.630335	9.578581	2050.00512	93.312924	543046.2831
08152017 13:42:27.086274	64	501	Station3_0deg_95fps_15sec_8min	84.052241	14.23636	0.070322	14.211833	0.024914	-0.040257	0.024444	-0.038741	0.024848	-0.03959	0.023467	-0.038762	0.024188	-0.039803	0.041023	0.000236	0.023466	-0.039086	0.025062	-0.039521	0.02396	-0.039521	0.025137	-0.038515	0.024629	-0.040965	0.023991	-0.039845	0.023951	-0.040189	0.023506	-0.039451	0.023803	-0.040611	0.022922	-0.039489	0.023894	-0.040586	0.023167	-0.040353	0.023074	-0.040186	0.000349	0.000983	0.023787	-0.039777	0.022148	-0.040226	0.000148	0.00059	0.001168	0.00024	0.00064	0.00036	0.000663	0.001184	0.000026	0.000343	0.000333	0.000185	0.041897	0.000634	0.001084	0.000679	0.000462	0.000792	0.001442	0.000993	543.722241	9.620077	2050.03584	93.521763	544180.9414
08152017 13:43:27.086274	64	502	Station3_0deg_95fps_15sec_9min	84.12032	14.235887	0.070215	14.211567	0.024771	-0.040149	0.024123	-0.038689	0.024839	-0.039565	0.023643	-0.038672	0.024615	-0.039749	0.042862	0.000228	0.023888	-0.039004	0.025064	-0.039497	0.024058	-0.039497	0.025035	-0.038489	0.024648	-0.040914	0.024021	-0.039803	0.023955	-0.040176	0.02354	-0.039381	0.023542	-0.040578	0.022697	-0.039433	0.023748	-0.040558	0.023076	-0.040311	0.023279	-0.040133	0.000344	0.001009	0.023731	-0.039724	0.022122	-0.040162	0.000161	0.000612	0.001207	0.000259	0.000678	0.00038	0.000688	0.001197	0.000034	0.000351	0.000354	0.000191	0.04371	0.000655	0.001083	0.000685	0.00049	0.000798	0.001467	0.00103	543.79032	9.605385	2049.96768	93.457818	543721.6088
08152017 13:44:27.086274	64	503	Station3_0deg_95fps_15sec_10min	84.2181	14.235713	0.070407	14.212007	0.024344	-0.040835	0.023811	-0.039431	0.024329	-0.040275	0.022833	-0.039301	0.023741	-0.040422	0.044515	0.000165	0.022994	-0.039656	0.024477	-0.040178	0.023436	-0.04023	0.024559	-0.039147	0.024103	-0.041544	0.02342	-0.040472	0.023379	-0.040832	0.022904	-0.039995	0.023285	-0.041208	0.022167	-0.040044	0.023236	-0.041192	0.022507	-0.0409	0.022516	-0.040703	0.000315	0.000979	0.02317	-0.040303	0.021576	-0.040762	0.000129	0.000578	0.001197	0.000218	0.000659	0.000349	0.000686	0.001162	0	0.000314	0.000313	0.000155	0.045324	0.000628	0.001038	0.000667	0.000464	0.000791	0.001471	0.000995	543.8881	9.631705	2049.94272	93.594586	544414.7853
