Date/Time	Run	TPN	Comment	SC1Mod4/ai0	VWT_Ps	VWT_Q	VWT_PREF	PSI8400_101	PSI8400_102	PSI8400_103	PSI8400_104	PSI8400_105	PSI8400_106	PSI8400_107	PSI8400_108	PSI8400_109	PSI8400_110	PSI8400_111	PSI8400_112	PSI8400_113	PSI8400_114	PSI8400_115	PSI8400_116	PSI8400_117	PSI8400_118	PSI8400_119	PSI8400_120	PSI8400_121	PSI8400_122	PSI8400_123	PSI8400_124	PSI8400_125	PSI8400_126	PSI8400_127	PSI8400_128	PSI8400_129	PSI8400_130	PSI8400_131	PSI8400_132	PSI8400_201	PSI8400_202	PSI8400_203	PSI8400_204	PSI8400_205	PSI8400_206	PSI8400_207	PSI8400_208	PSI8400_209	PSI8400_210	PSI8400_211	PSI8400_212	PSI8400_213	PSI8400_214	PSI8400_215	PSI8400_216	PSI8400_217	PSI8400_218	PSI8400_219	PSI8400_220	PSI8400_221	PSI8400_222	PSI8400_223	PSI8400_224	PSI8400_225	PSI8400_226	PSI8400_227	PSI8400_228	PSI8400_229	PSI8400_230	PSI8400_231	PSI8400_232	T0TS	QTS	PSTS	VTS	RN
				Deg F	PSIA	PSI	PSIA	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	DegR	PSF	PSFA	Ft/Sec	
08032017 07:53:52.991028	3	32	Station4_50fps_20sec	77.815832	14.320425	0.020766	14.31236	0.008146	-0.010933	0.008017	-0.010968	0.008162	-0.010851	0.008054	-0.010903	0.008153	-0.010819	0.100329	0.000056	0.00825	-0.010848	0.008244	-0.010826	0.008042	-0.010942	0.008051	-0.011	0.008518	-0.01077	0.008022	-0.010853	0.007958	-0.010854	0.007972	-0.010924	0.008172	-0.010828	0.007923	-0.010949	0.007782	-0.011006	0.007729	-0.010938	0.00793	-0.010979	0.000045	-0.000088	0.007969	-0.011133	0.00736	-0.01113	0.000033	-0.000012	-0.000097	0.000022	-0.000042	-0.000012	-0.000038	-0.000158	0.000046	0.000041	0.000008	0.000084	0.100281	-0.000011	-0.000145	-0.00003	-0.000006	-0.00005	-0.000106	-0.000067	537.485832	1959.03414	2060.97984	1174.36223	8825054.547
08032017 07:55:00.991028	3	33	Station4_50fps_20sec	77.956287	14.32045	0.020667	14.3125	0.008029	-0.011075	0.008001	-0.011033	0.008126	-0.010937	0.007899	-0.01098	0.007997	-0.010936	0.098058	0.000078	0.008066	-0.010941	0.008165	-0.010907	0.007886	-0.011004	0.007999	-0.011045	0.008338	-0.010886	0.007898	-0.010948	0.007825	-0.010953	0.007873	-0.011015	0.008057	-0.010961	0.007825	-0.011028	0.007666	-0.011092	0.007571	-0.011054	0.007774	-0.01109	0.000044	-0.000084	0.007829	-0.01123	0.007266	-0.011234	0.00004	0	-0.000089	0.00002	-0.000032	0.000003	-0.000026	-0.000125	0.000051	0.000053	0.000018	0.000079	0.098044	-0.000002	-0.000097	-0.000019	0.000005	-0.000039	-0.000091	-0.000048	537.626287	1959.03756	2061	1174.51195	8823944.979
08032017 07:58:24.991028	3	34	Station4_50fps_20sec	78.158828	14.320255	0.019316	14.31241	0.008082	-0.011067	0.008096	-0.010877	0.008168	-0.010861	0.007871	-0.010798	0.007993	-0.01093	0.088401	0.000023	0.00804	-0.010799	0.008262	-0.01081	0.007845	-0.010955	0.008105	-0.010855	0.008196	-0.010955	0.007849	-0.01087	0.007894	-0.010977	0.007854	-0.010914	0.008036	-0.010987	0.007689	-0.010915	0.007699	-0.011121	0.007685	-0.011069	0.007868	-0.011108	0.00003	-0.000024	0.007801	-0.0112	0.007182	-0.011215	0.00003	0.000014	-0.000009	0.000013	-0.000014	-0.000004	-0.000005	-0.000052	0	0.000046	0.000009	0.000058	0.088503	0.000028	-0.000029	-0.000005	0.000009	-0.000014	0.000009	0.000004	537.828828	1957.937688	2.781446	2535.628336	4084987.561
08032017 07:58:55.991028	3	35	Station4_50fps_5sec	78.181797	14.32012	0.00415	14.3122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	537.851797	1957.90896	0.597542	2540.621937	4076898.685
08032017 07:59:05.991028	3	36	Station4_50fps_5sec	78.203633	14.3201	0.02055	14.3122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	537.873633	1957.90896	2.9592	2535.333074	4085403.351
08032017 07:59:19.991028	3	37	Station4_50fps_5sec	78.196273	14.32004	0.020644	14.3122	0.008124	-0.011075	0.008011	-0.010867	0.008242	-0.01087	0.007903	-0.010749	0.00809	-0.010912	0.086907	0.000019	0.00785	-0.010786	0.008262	-0.01081	0.007759	-0.010946	0.008051	-0.010808	0.008226	-0.010963	0.00784	-0.010895	0.007899	-0.010964	0.007889	-0.010875	0.007897	-0.010987	0.00762	-0.010907	0.007676	-0.011107	0.007657	-0.011045	0.007657	-0.011065	0.000034	0.000024	0.007872	-0.011125	0.007349	-0.011178	0.000021	0.000077	0.000063	0.000036	0.000038	0.000009	0.000009	-0.000005	0.00001	0.000037	0.000024	0.00009	0.087028	0.000037	0.000024	0.000023	0.000052	0.000035	0.000066	0.00005	537.866273	1957.90896	2.972765	2535.285153	4085480.571
08032017 08:02:09.991028	4	38	Station4_95fps_5sec	79.457398	14.31508	0.070781	14.2905	0.024543	-0.041199	0.024294	-0.040459	0.024831	-0.040543	0.023792	-0.040283	0.024233	-0.040712	0.094147	0.000073	0.024162	-0.040245	0.024892	-0.040375	0.024183	-0.040532	0.025135	-0.040269	0.025342	-0.041119	0.024234	-0.040586	0.023995	-0.040876	0.023894	-0.040643	0.024083	-0.041142	0.023244	-0.040655	0.02354	-0.041166	0.023243	-0.041093	0.023374	-0.041032	0.000059	0.000279	0.023843	-0.040979	0.02217	-0.041267	0.00003	0.000164	0.000325	0.000018	0.000162	0.000063	0.000187	0.000331	-0.000036	0.000089	0.000054	0.000045	0.094502	0.000177	0.000349	0.000191	0.000119	0.00021	0.000493	0.000321	539.127398	1954.9404	10.192406	2522.083815	4100638.41
08032017 08:02:29.991028	4	39	Station4_95fps_10sec	79.668803	14.31432	0.056128	14.29036	0.025005	-0.040912	0.024701	-0.040058	0.02495	-0.040192	0.02389	-0.039838	0.024483	-0.040389	0.092982	0.000073	0.024325	-0.03984	0.02529	-0.039992	0.02436	-0.040145	0.025252	-0.039819	0.025502	-0.040831	0.024349	-0.04022	0.024222	-0.040536	0.024181	-0.040259	0.02445	-0.04081	0.023568	-0.040268	0.023887	-0.040862	0.023452	-0.040774	0.023623	-0.040681	0.00006	0.000316	0.024015	-0.040613	0.022575	-0.040948	0.000038	0.000188	0.000393	0.00003	0.000193	0.000077	0.000229	0.000402	-0.000043	0.000098	0.000065	0.00004	0.093407	0.000186	0.000408	0.000213	0.00015	0.000254	0.000567	0.000357	539.338803	1954.921248	8.082504	2527.270187	4092183.137
08032017 08:02:46.991028	4	40	Station4_95fps_15sec	79.816019	14.31506	0.070536	14.290367	0.025003	-0.040856	0.024658	-0.039949	0.024922	-0.040126	0.023952	-0.039724	0.024685	-0.040336	0.092704	0.000041	0.024455	-0.039744	0.025319	-0.039953	0.024495	-0.040097	0.025374	-0.039693	0.02553	-0.040831	0.02444	-0.040191	0.024224	-0.040494	0.024102	-0.040169	0.024305	-0.04076	0.023309	-0.040171	0.023746	-0.040838	0.023441	-0.040722	0.023627	-0.04063	0.000066	0.000337	0.024105	-0.040544	0.022633	-0.040902	0.000034	0.000202	0.00043	0.000026	0.000212	0.000075	0.00024	0.000435	-0.000058	0.000097	0.000065	0.000031	0.093184	0.000207	0.000424	0.000237	0.000155	0.000282	0.000597	0.000378	539.486019	1954.92216	10.157155	2523.000484	4099110.3
08032017 08:03:20.991028	4	41	Station4_95fps_20sec	80.00369	14.315295	0.070179	14.29037	0.025051	-0.040829	0.024751	-0.039925	0.025456	-0.040152	0.024305	-0.039674	0.02492	-0.040322	0.092957	0.000003	0.024446	-0.039712	0.025443	-0.040006	0.024482	-0.040134	0.025471	-0.039643	0.025561	-0.040906	0.024424	-0.040246	0.024301	-0.040514	0.023944	-0.040122	0.023876	-0.040777	0.023216	-0.04015	0.023792	-0.040852	0.023705	-0.040726	0.02389	-0.040612	0.000057	0.000328	0.02433	-0.040516	0.022812	-0.040864	0.000017	0.000186	0.000453	0.000014	0.0002	0.000077	0.00024	0.000424	-0.000057	0.000093	0.000057	0.000022	0.093477	0.000204	0.000399	0.000239	0.000156	0.000276	0.000615	0.000381	539.67369	1954.922616	10.105726	2523.553398	4098213.135
08032017 08:03:53.991028	4	42	Station4_95fps_30sec	80.21442	14.315327	0.068692	14.29025	0.025249	-0.040585	0.024682	-0.039716	0.025127	-0.039969	0.024018	-0.039393	0.024711	-0.040097	0.09425	-0.000021	0.024447	-0.039469	0.025557	-0.039811	0.024676	-0.039957	0.025517	-0.039379	0.025612	-0.040707	0.024608	-0.040051	0.024415	-0.040319	0.024225	-0.039859	0.024636	-0.040574	0.02355	-0.039889	0.024051	-0.040689	0.023693	-0.040523	0.023838	-0.040406	0.000069	0.000367	0.024262	-0.040327	0.022772	-0.040667	0.000026	0.000213	0.000474	0.000028	0.000229	0.000085	0.000268	0.00044	-0.000065	0.000099	0.000073	0.000042	0.094777	0.000215	0.0004	0.000255	0.000159	0.0003	0.000639	0.000402	539.88442	1954.9062	9.891576	2524.521259	4096607.545
08032017 08:07:25.991028	5	43	Station4_140fps_5sec	82.350827	14.30932	0.15136	14.25368	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	542.020827	1949.903424	21.795898	2503.31277	4120742.302
08032017 08:07:36.991028	5	44	Station4_140fps_5sec	82.75343	14.30848	0.153207	14.25368	0.052508	-0.087837	0.051207	-0.086735	0.052728	-0.087128	0.050609	-0.086342	0.051385	-0.08693	0.139107	-0.000105	0.051108	-0.086332	0.053455	-0.086797	0.052452	-0.087081	0.05343	-0.08657	0.05511	-0.088235	0.052297	-0.087371	0.051603	-0.087604	0.051218	-0.087011	0.051843	-0.08788	0.049039	-0.087087	0.04982	-0.088071	0.048657	-0.087882	0.049978	-0.08773	0.00008	0.000362	0.051121	-0.087796	0.048222	-0.088322	-0.000012	0.000206	0.000501	0.000011	0.00025	0.000068	0.000272	0.00038	-0.000076	0.000081	0.000048	0.00003	0.139668	0.000199	0.000318	0.000222	0.000123	0.00027	0.000644	0.000373	542.42343	1949.903424	22.06175	2503.667492	4120158.47
08032017 08:07:51.991028	5	45	Station4_140fps_10sec	83.16468	14.30707	0.149636	14.25369	0.052394	-0.088101	0.050954	-0.086973	0.052077	-0.087316	0.050308	-0.086409	0.051822	-0.08708	0.139715	-0.000124	0.051353	-0.086436	0.053361	-0.086901	0.052208	-0.087234	0.053348	-0.086619	0.055049	-0.088299	0.05236	-0.087398	0.051663	-0.08764	0.051308	-0.087017	0.051886	-0.0879	0.04922	-0.087063	0.050222	-0.088063	0.049695	-0.087864	0.050472	-0.087695	0.000056	0.000365	0.05112	-0.087714	0.047777	-0.088207	-0.000001	0.000202	0.000502	0.000007	0.000237	0.000058	0.000257	0.000373	-0.000098	0.000067	0.000045	0.00003	0.14029	0.000198	0.000314	0.000228	0.000137	0.000282	0.000665	0.000392	542.83468	1949.904792	21.547526	2505.729057	4116771.536
08032017 08:08:08.991028	5	46	Station4_140fps_15sec	83.611798	14.306893	0.150357	14.253753	0.052543	-0.08789	0.051151	-0.08676	0.052205	-0.087137	0.050286	-0.086245	0.051615	-0.086917	0.140549	-0.000124	0.051413	-0.086273	0.053373	-0.086756	0.052086	-0.087057	0.053269	-0.086466	0.055024	-0.08818	0.052248	-0.087281	0.051675	-0.08752	0.051212	-0.086885	0.051807	-0.087781	0.049166	-0.086951	0.049935	-0.08798	0.049481	-0.08778	0.050406	-0.087609	0.00003	0.000334	0.051218	-0.087636	0.047871	-0.088131	-0.000047	0.000164	0.000468	-0.00003	0.000207	0.000028	0.000241	0.000351	-0.000122	0.000036	0.000011	-0.000011	0.141142	0.000179	0.000296	0.000207	0.000123	0.000274	0.000664	0.000387	543.281798	1949.913456	21.651456	2506.535923	4115464.614
08032017 08:08:33.991028	5	47	Station4_140fps_20sec	84.128516	14.307185	0.143314	14.25351	0.052495	-0.087751	0.051028	-0.086601	0.052143	-0.086989	0.050178	-0.086068	0.05168	-0.086767	0.141934	-0.000126	0.051544	-0.086094	0.053562	-0.086611	0.052222	-0.086931	0.053392	-0.086305	0.054748	-0.088038	0.052264	-0.087133	0.051662	-0.087386	0.05123	-0.086731	0.052014	-0.087655	0.049391	-0.086799	0.050042	-0.087862	0.049407	-0.087658	0.050284	-0.087484	0.000057	0.000377	0.051323	-0.087511	0.047996	-0.088016	-0.000012	0.000198	0.00051	-0.000002	0.000241	0.000059	0.000276	0.000394	-0.000094	0.00006	0.000041	0.000011	0.142535	0.000197	0.000319	0.000239	0.000148	0.0003	0.000689	0.000406	543.798516	1949.880168	20.637252	2509.926958	4109834.257
08032017 08:09:05.991028	5	48	Station4_140fps_30sec	84.609565	14.306337	0.151753	14.253517	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	544.279565	1949.88108	21.85247	2508.400213	4112337.642
08032017 08:09:39.991028	5	49	Station4_140fps_30sec	84.994818	14.306837	0.134953	14.253463	0.052335	-0.087644	0.050979	-0.08649	0.052107	-0.086919	0.049949	-0.085933	0.051262	-0.086697	0.145223	-0.000164	0.051063	-0.085988	0.053313	-0.086551	0.052023	-0.086879	0.053206	-0.086192	0.054635	-0.087992	0.052091	-0.087071	0.051494	-0.087347	0.051004	-0.086619	0.051829	-0.087605	0.048981	-0.086684	0.049875	-0.087813	0.049064	-0.087577	0.049939	-0.087389	0.000042	0.000368	0.050927	-0.087419	0.047665	-0.087919	-0.000029	0.00019	0.000517	-0.000016	0.000241	0.000049	0.000273	0.000372	-0.000118	0.000035	0.000015	-0.000008	0.14584	0.000183	0.000301	0.000227	0.000132	0.000287	0.000701	0.000408	544.664818	1949.873784	19.433266	2514.546696	4102270.217
08032017 09:07:14.391034	6	50	Station3-Windoff-5sec	78.046031	14.3182	-0.00007	14.3184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	537.716031	-0.009576	2061.8208	NaN	NaN
08032017 09:07:24.391034	6	51	Station3-Windoff-5sec	78.044331	14.3182	-0.000069	14.3185	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	537.714331	-0.009494	2061.8208	NaN	NaN
08032017 09:07:35.391034	6	52	Station3-Windoff-5sec	78.050974	14.3182	-0.000071	14.3184	-0.000049	-0.000007	0.000007	-0.00005	0.000033	0.000046	0.000042	-0.0001	0.000021	0.000007	0.068709	0.000053	0.000076	-0.000007	-0.00002	0.000101	0.000019	-0.00002	-0.000032	-0.000096	0.00011	0.000205	0.000108	0.000069	0.000033	0.000047	0.000087	-0.000046	0.000087	0.000127	0.000162	-0.000007	0.000021	-0.000007	-0.000021	-0.000035	0.000035	0.000007	0.000006	-0.000035	0.000007	-0.000049	-0.000021	-0.000034	0.000019	-0.000021	-0.000115	-0.000035	-0.000007	-0.000061	-0.000021	-0.000049	-0.000007	-0.000007	0.000022	0.000048	0.068683	-0.000007	-0.000064	-0.000021	-0.000021	-0.00002	-0.000078	-0.000075	537.720974	-0.009658	2061.8208	NaN	NaN
08032017 09:10:36.391034	6	53	Station3-50fps-5sec	78.122269	14.3157	0.020833	14.308	0.007923	-0.011152	0.008046	-0.010981	0.007993	-0.010879	0.007777	-0.011118	0.007922	-0.010971	0.075828	0.000103	0.007839	-0.010992	0.007939	-0.010783	0.007754	-0.010937	0.008045	-0.011078	0.008232	-0.010878	0.007879	-0.010937	0.00771	-0.010974	0.007911	-0.011126	0.007788	-0.011031	0.007862	-0.011123	0.007671	-0.011159	0.007564	-0.011181	0.007718	-0.011219	0.000004	-0.00011	0.007724	-0.011284	0.006959	-0.01129	0.000014	-0.000019	-0.00014	-0.000021	-0.000027	-0.000042	-0.00007	-0.000079	0.000004	-0.000008	0.000011	0.000039	0.075851	-0.000012	-0.000051	-0.000047	-0.000035	-0.000041	-0.000125	-0.000072	537.792269	1958.38776	2060.352	1174.685254	8819716.75
08032017 09:11:16.391034	6	54	Station3-50fps-10sec	78.365571	14.31578	0.020618	14.30798	0.008118	-0.011133	0.00818	-0.010903	0.007884	-0.010802	0.007709	-0.011059	0.007983	-0.010936	0.073255	0.000101	0.008011	-0.010953	0.008059	-0.010743	0.007803	-0.01089	0.008118	-0.010971	0.008179	-0.010875	0.007859	-0.010889	0.00776	-0.01092	0.007935	-0.011071	0.007901	-0.01099	0.00789	-0.011079	0.007664	-0.011132	0.007529	-0.011175	0.007694	-0.011218	0.000018	-0.000082	0.007701	-0.011266	0.007109	-0.011277	0.000024	-0.000019	-0.00013	-0.000004	-0.000027	-0.000039	-0.000061	-0.000069	0.000011	0.000012	0.000016	0.000028	0.073303	-0.000002	-0.000036	-0.000039	-0.000014	-0.000026	-0.000128	-0.000065	538.035571	1958.398704	2060.34912	1174.954171	8817747.421
08032017 09:11:38.391034	6	55	Station3-50fps-10sec	78.473725	14.31591	0.020613	14.308	0.008029	-0.011146	0.008179	-0.010884	0.008141	-0.010802	0.007925	-0.011032	0.008068	-0.010937	0.071696	0.00011	0.007995	-0.010927	0.008056	-0.010721	0.007865	-0.010867	0.008134	-0.010972	0.008226	-0.01087	0.007873	-0.010865	0.007756	-0.010926	0.007974	-0.011075	0.007942	-0.011023	0.00787	-0.011057	0.007631	-0.011145	0.00751	-0.011174	0.007666	-0.011216	0.000002	-0.000104	0.007747	-0.01128	0.007066	-0.01129	0.000012	-0.000023	-0.000137	-0.000015	-0.000023	-0.000039	-0.000066	-0.000065	0.000002	-0.000013	0.000009	0.000032	0.071765	-0.000001	-0.000033	-0.000037	-0.000027	-0.000039	-0.000111	-0.000066	538.143725	1958.416488	2060.352	1175.075807	8816914.727
08032017 09:11:55.391034	6	56	Station3-50fps-15sec	78.550228	14.315973	0.02076	14.308087	0.008082	-0.011096	0.008193	-0.010787	0.00813	-0.010726	0.007891	-0.010946	0.008094	-0.010892	0.070253	0.000118	0.008019	-0.010859	0.008091	-0.010654	0.007838	-0.010789	0.008192	-0.010891	0.008205	-0.01084	0.0079	-0.010814	0.007803	-0.010873	0.007956	-0.011013	0.00786	-0.010979	0.007837	-0.011002	0.007654	-0.01111	0.007573	-0.011146	0.007708	-0.011198	0.000002	-0.00009	0.007787	-0.01125	0.007087	-0.011265	0.000018	-0.000016	-0.000125	-0.000007	-0.00001	-0.000032	-0.000055	-0.000053	0.000005	-0.000005	0.000019	0.000036	0.070364	0	-0.000025	-0.000029	-0.000023	-0.000032	-0.000112	-0.00007	538.220228	1958.425152	2060.36448	1175.158575	8816332.745
08032017 09:12:21.391034	6	57	Station3-50fps-20sec	78.634904	14.31589	0.011256	14.3081	0.008063	-0.011092	0.008254	-0.010755	0.008182	-0.010693	0.00789	-0.01092	0.00808	-0.010879	0.06883	0.000107	0.008026	-0.010835	0.008114	-0.010634	0.007851	-0.010786	0.008226	-0.010836	0.008194	-0.010853	0.007899	-0.0108	0.007782	-0.010872	0.00796	-0.010994	0.007891	-0.010963	0.007865	-0.010972	0.007657	-0.011098	0.007574	-0.011122	0.00771	-0.011177	0.000012	-0.000084	0.007783	-0.011226	0.0071	-0.011241	0.000022	-0.000012	-0.000113	-0.000008	-0.00001	-0.00003	-0.000052	-0.00004	0.00001	-0.000001	0.000019	0.000039	0.068971	0.000002	-0.000005	-0.000017	-0.000012	-0.000014	-0.00009	-0.00005	538.304904	1958.413752	2060.3664	1175.247892	8815611.404
08032017 09:12:48.391034	6	58	Station3-50fps-30sec	78.729977	14.316	0.019333	14.308133	0.008126	-0.011115	0.008271	-0.010768	0.008204	-0.010732	0.007799	-0.010919	0.008031	-0.01089	0.067595	0.00009	0.008002	-0.010838	0.008091	-0.010669	0.007848	-0.010812	0.00824	-0.01084	0.008212	-0.010891	0.007886	-0.010822	0.007765	-0.010888	0.00789	-0.010991	0.007772	-0.010995	0.007766	-0.010979	0.007733	-0.011102	0.007667	-0.011136	0.007781	-0.011188	-0.000006	-0.0001	0.007833	-0.011213	0.007128	-0.011239	0.000007	-0.000019	-0.000101	-0.000015	-0.000015	-0.000051	-0.000059	-0.000035	-0.000015	-0.000013	0.000016	0.000035	0.067741	0.00001	-0.000002	-0.000026	-0.000015	-0.00002	-0.000101	-0.000046	538.399977	1958.4288	2060.3712	1175.354145	8814882.192
08032017 09:15:00.391034	7	59	Station3-95fps-5sec	79.846614	14.31032	0.070722	14.28562	0.025214	-0.040787	0.02508	-0.040072	0.025153	-0.040063	0.024062	-0.040188	0.024667	-0.040305	0.079236	0.000125	0.024588	-0.040044	0.02516	-0.039883	0.024433	-0.040088	0.025312	-0.040089	0.026063	-0.040591	0.02472	-0.040168	0.024222	-0.040415	0.024683	-0.040441	0.024552	-0.04073	0.023365	-0.040451	0.023559	-0.040777	0.023421	-0.040852	0.023815	-0.040824	-0.000016	-0.000007	0.024344	-0.040863	0.02245	-0.041042	-0.000016	0.000002	-0.000025	-0.000048	0.000007	-0.000052	-0.000011	0.000097	-0.000055	-0.000016	0.000008	-0.000021	0.079513	0.00004	0.000126	0.000012	-0.000012	0.000038	0.000097	0.000057	539.516614	1957.651776	2057.12928	1177.11734	8798186.305
08032017 09:15:13.391034	7	60	Station3-95fps-10sec	80.022553	14.30986	0.05648	14.28561	0.02519	-0.040613	0.024993	-0.039813	0.025225	-0.039852	0.024145	-0.039978	0.024713	-0.040147	0.077805	0.000132	0.024892	-0.039863	0.025159	-0.039704	0.024615	-0.039868	0.025536	-0.03986	0.026107	-0.040468	0.024842	-0.04002	0.024579	-0.040271	0.024779	-0.040293	0.024807	-0.040619	0.023992	-0.040269	0.024063	-0.040686	0.023577	-0.040727	0.023773	-0.040706	-0.000019	0.000048	0.024063	-0.040691	0.022197	-0.040899	-0.00001	0.00003	0.000039	-0.000037	0.000039	-0.000018	0.00001	0.000147	-0.000062	-0.000006	0.000015	-0.000018	0.07812	0.000067	0.000174	0.000027	0.000015	0.00006	0.000125	0.000079	539.692553	1957.588848	2057.12784	1177.294703	8796578.062
08032017 09:15:35.391034	7	61	Station3-95fps-15sec	80.277375	14.311047	0.069895	14.285867	0.02474	-0.041109	0.024743	-0.040154	0.02483	-0.04025	0.02362	-0.040307	0.024234	-0.040595	0.074466	0.00015	0.0242	-0.040207	0.024811	-0.040079	0.024205	-0.040248	0.025204	-0.040162	0.025399	-0.040992	0.024368	-0.040419	0.023959	-0.040718	0.024207	-0.040682	0.023935	-0.041094	0.023262	-0.040665	0.023412	-0.041151	0.023054	-0.041196	0.023369	-0.041171	-0.000003	0.000107	0.023787	-0.041129	0.021817	-0.041346	0.000002	0.00006	0.000113	-0.000014	0.000084	0.000004	0.000064	0.000238	-0.000048	0.000012	0.00004	-0.000004	0.074876	0.000103	0.000266	0.000086	0.000042	0.000126	0.000234	0.000155	539.947375	1957.751184	2057.1648	1177.602677	8795006.807
08032017 09:15:55.391034	7	62	Station3-95fps-20sec	80.458093	14.31072	0.070615	14.286035	0.024755	-0.041114	0.024795	-0.040037	0.024914	-0.040205	0.023681	-0.040175	0.024361	-0.040598	0.072818	0.000106	0.024196	-0.040112	0.02477	-0.040039	0.024139	-0.040167	0.025249	-0.040036	0.025349	-0.041031	0.024341	-0.040373	0.023971	-0.040706	0.024185	-0.040612	0.023888	-0.041092	0.02326	-0.040597	0.023478	-0.041154	0.02316	-0.041183	0.023262	-0.041139	-0.000033	0.000124	0.023701	-0.041051	0.021858	-0.041304	-0.000023	0.000063	0.000148	-0.000041	0.000074	-0.000021	0.000063	0.000271	-0.000094	-0.000014	0.000015	-0.000038	0.073307	0.000093	0.000294	0.000086	0.00003	0.00012	0.000276	0.000171	540.128093	1957.706496	2057.18904	1177.783706	8793454.262
08032017 09:16:23.391034	7	63	Station3-95fps-30sec	80.661601	14.31055	0.070654	14.28592	0.024848	-0.040898	0.024832	-0.039769	0.024943	-0.039999	0.023664	-0.03986	0.024389	-0.040371	0.072956	0.000099	0.024255	-0.039826	0.024973	-0.039838	0.024299	-0.039953	0.025456	-0.039687	0.025283	-0.040909	0.024425	-0.040204	0.02408	-0.040501	0.024192	-0.04034	0.024132	-0.040898	0.023312	-0.040324	0.023558	-0.040994	0.023358	-0.040984	0.023523	-0.040937	-0.000001	0.000195	0.023966	-0.04083	0.022039	-0.041108	0.000002	0.000114	0.000244	-0.000012	0.00014	0.000016	0.000126	0.000355	-0.00008	0.00002	0.000049	-0.00001	0.073534	0.000143	0.000354	0.000155	0.000077	0.000188	0.000361	0.000235	540.331601	1957.68324	2057.17248	1178.003792	8791706.944
